TransactionID,Item,ItemCategory1,ItemCategory2
621,newspapers,non-food,games/books/hobby
622,beef,meat and sausage,beef
622,citrus fruit,fruit and vegetables,fruit
622,tropical fruit,fruit and vegetables,fruit
622,yogurt,fresh products,dairy produce
622,UHT-milk,fresh products,shelf-stable dairy
622,frozen vegetables,fresh products,frozen foods
622,rolls/buns,fresh products,bread and backed goods
622,bottled water,drinks,non-alc. drinks
622,skin care,perfumery,cosmetics
623,beef,meat and sausage,beef
623,citrus fruit,fruit and vegetables,fruit
623,berries,fruit and vegetables,fruit
623,brown bread,fresh products,bread and backed goods
623,sugar,processed food,sweetener
623,coffee,drinks,coffee
623,kitchen towels,non-food,non-food house keeping products
624,rolls/buns,fresh products,bread and backed goods
624,spices,processed food,condiments
625,citrus fruit,fruit and vegetables,fruit
625,tropical fruit,fruit and vegetables,fruit
625,herbs,fruit and vegetables,vegetables
625,whole milk,fresh products,dairy produce
625,butter,fresh products,dairy produce
625,curd,fresh products,dairy produce
625,whipped/sour cream,fresh products,dairy produce
625,frozen vegetables,fresh products,frozen foods
625,canned vegetables,canned food,canned fruit/vegetables
625,misc. beverages,drinks,non-alc. drinks
626,meat,meat and sausage,sausage
626,beef,meat and sausage,beef
626,herbs,fruit and vegetables,vegetables
626,whole milk,fresh products,dairy produce
626,frozen dessert,fresh products,frozen foods
626,rolls/buns,fresh products,bread and backed goods
626,semi-finished bread,fresh products,bread and backed goods
626,flour,processed food,staple foods
626,oil,processed food,vinegar/oils
626,coffee,drinks,coffee
626,pot plants,non-food,garden
627,beverages,fresh products,dairy produce
627,pastry,fresh products,bread and backed goods
627,bottled water,drinks,non-alc. drinks
628,beef,meat and sausage,beef
628,citrus fruit,fruit and vegetables,fruit
628,other vegetables,fruit and vegetables,vegetables
628,rolls/buns,fresh products,bread and backed goods
629,ham,meat and sausage,sausage
629,whole milk,fresh products,dairy produce
629,white bread,fresh products,bread and backed goods
629,margarine,processed food,vinegar/oils
629,hair spray,perfumery,hair care
630,hamburger meat,meat and sausage,beef
630,whole milk,fresh products,dairy produce
630,oil,processed food,vinegar/oils
630,ketchup,processed food,condiments
630,soups,processed food,soups/sauces
630,Instant food products,processed food,soups/sauces
630,canned fish,canned food,canned fish
630,coffee,drinks,coffee
630,bottled beer,drinks,beer
630,hygiene articles,perfumery,perfumery
630,newspapers,non-food,games/books/hobby
631,beef,meat and sausage,beef
631,citrus fruit,fruit and vegetables,fruit
631,other vegetables,fruit and vegetables,vegetables
631,butter milk,fresh products,dairy produce
631,sliced cheese,fresh products,cheese
631,processed cheese,fresh products,cheese
631,rolls/buns,fresh products,bread and backed goods
631,margarine,processed food,vinegar/oils
631,bottled water,drinks,non-alc. drinks
631,fruit/vegetable juice,drinks,non-alc. drinks
632,beef,meat and sausage,beef
632,citrus fruit,fruit and vegetables,fruit
632,whole milk,fresh products,dairy produce
632,domestic eggs,fresh products,eggs
632,rolls/buns,fresh products,bread and backed goods
632,pastry,fresh products,bread and backed goods
632,roll products,fresh products,bread and backed goods
632,tea,drinks,tea/cocoa drinks
632,fruit/vegetable juice,drinks,non-alc. drinks
633,root vegetables,fruit and vegetables,vegetables
633,whole milk,fresh products,dairy produce
633,detergent,detergent,detergent/softener
634,citrus fruit,fruit and vegetables,fruit
634,tropical fruit,fruit and vegetables,fruit
634,grapes,fruit and vegetables,fruit
634,other vegetables,fruit and vegetables,vegetables
634,frozen vegetables,fresh products,frozen foods
634,pickled vegetables,canned food,canned fruit/vegetables
634,fruit/vegetable juice,drinks,non-alc. drinks
634,liquor,drinks,hard drinks
634,rum,drinks,hard drinks
634,liquor (appetizer),drinks,hard drinks
634,candy,snacks and candies,candy
634,cling film/bags,non-food,non-food kitchen
635,yogurt,fresh products,dairy produce
635,bottled water,drinks,non-alc. drinks
636,tropical fruit,fruit and vegetables,fruit
636,root vegetables,fruit and vegetables,vegetables
636,other vegetables,fruit and vegetables,vegetables
636,whipped/sour cream,fresh products,dairy produce
636,brown bread,fresh products,bread and backed goods
636,canned fish,canned food,canned fish
636,long life bakery product,snacks and candies,long-life bakery products
637,frankfurter,meat and sausage,sausage
637,root vegetables,fruit and vegetables,vegetables
637,newspapers,non-food,games/books/hobby
638,beef,meat and sausage,beef
638,other vegetables,fruit and vegetables,vegetables
638,whole milk,fresh products,dairy produce
638,brown bread,fresh products,bread and backed goods
638,pastry,fresh products,bread and backed goods
638,salty snack,snacks and candies,snacks
638,abrasive cleaner,detergent,cleaner
638,shopping bags,non-food,bags
639,shopping bags,non-food,bags
640,canned beer,drinks,beer
641,rolls/buns,fresh products,bread and backed goods
641,canned beer,drinks,beer
642,other vegetables,fruit and vegetables,vegetables
642,rolls/buns,fresh products,bread and backed goods
642,meat spreads,canned food,meat spreads
642,bottled water,drinks,non-alc. drinks
642,soda,drinks,non-alc. drinks
642,misc. beverages,drinks,non-alc. drinks
642,waffles,snacks and candies,long-life bakery products
642,chocolate,snacks and candies,chocolate
642,candy,snacks and candies,candy
643,hamburger meat,meat and sausage,beef
643,other vegetables,fruit and vegetables,vegetables
643,yogurt,fresh products,dairy produce
643,rolls/buns,fresh products,bread and backed goods
643,bottled water,drinks,non-alc. drinks
644,hamburger meat,meat and sausage,beef
644,citrus fruit,fruit and vegetables,fruit
644,root vegetables,fruit and vegetables,vegetables
644,rolls/buns,fresh products,bread and backed goods
644,Instant food products,processed food,soups/sauces
644,canned fish,canned food,canned fish
644,bottled water,drinks,non-alc. drinks
644,soda,drinks,non-alc. drinks
644,fruit/vegetable juice,drinks,non-alc. drinks
644,napkins,perfumery,perfumery
645,frankfurter,meat and sausage,sausage
645,sausage,meat and sausage,sausage
645,domestic eggs,fresh products,eggs
645,soda,drinks,non-alc. drinks
645,chewing gum,snacks and candies,chewing gum
645,shopping bags,non-food,bags
646,bottled beer,drinks,beer
647,tropical fruit,fruit and vegetables,fruit
647,domestic eggs,fresh products,eggs
647,rolls/buns,fresh products,bread and backed goods
647,pastry,fresh products,bread and backed goods
648,soda,drinks,non-alc. drinks
649,frankfurter,meat and sausage,sausage
649,root vegetables,fruit and vegetables,vegetables
649,onions,fruit and vegetables,vegetables
649,other vegetables,fruit and vegetables,vegetables
649,white bread,fresh products,bread and backed goods
649,canned beer,drinks,beer
650,chicken,meat and sausage,poultry
650,hamburger meat,meat and sausage,beef
650,herbs,fruit and vegetables,vegetables
650,whipped/sour cream,fresh products,dairy produce
650,soups,processed food,soups/sauces
650,soda,drinks,non-alc. drinks
650,canned beer,drinks,beer
650,dish cleaner,detergent,cleaner
650,napkins,perfumery,perfumery
650,cling film/bags,non-food,non-food kitchen
651,coffee,drinks,coffee
651,soda,drinks,non-alc. drinks
652,whole milk,fresh products,dairy produce
653,margarine,processed food,vinegar/oils
654,tropical fruit,fruit and vegetables,fruit
654,other vegetables,fruit and vegetables,vegetables
655,meat,meat and sausage,sausage
655,other vegetables,fruit and vegetables,vegetables
656,cream cheese,fresh products,cheese
656,bottled water,drinks,non-alc. drinks
656,canned beer,drinks,beer
657,newspapers,non-food,games/books/hobby
658,rolls/buns,fresh products,bread and backed goods
658,pastry,fresh products,bread and backed goods
658,newspapers,non-food,games/books/hobby
659,citrus fruit,fruit and vegetables,fruit
659,other vegetables,fruit and vegetables,vegetables
659,whole milk,fresh products,dairy produce
659,curd,fresh products,dairy produce
659,yogurt,fresh products,dairy produce
659,potato products,processed food,staple foods
659,fruit/vegetable juice,drinks,non-alc. drinks
659,long life bakery product,snacks and candies,long-life bakery products
660,whole milk,fresh products,dairy produce
660,rolls/buns,fresh products,bread and backed goods
660,detergent,detergent,detergent/softener
661,frankfurter,meat and sausage,sausage
661,citrus fruit,fruit and vegetables,fruit
661,butter milk,fresh products,dairy produce
661,UHT-milk,fresh products,shelf-stable dairy
661,rolls/buns,fresh products,bread and backed goods
661,female sanitary products,perfumery,cosmetics
661,shopping bags,non-food,bags
662,ham,meat and sausage,sausage
662,other vegetables,fruit and vegetables,vegetables
662,butter,fresh products,dairy produce
662,whipped/sour cream,fresh products,dairy produce
662,sugar,processed food,sweetener
662,soda,drinks,non-alc. drinks
663,frankfurter,meat and sausage,sausage
663,citrus fruit,fruit and vegetables,fruit
663,bottled beer,drinks,beer
663,salty snack,snacks and candies,snacks
664,sausage,meat and sausage,sausage
664,onions,fruit and vegetables,vegetables
664,curd,fresh products,dairy produce
664,yogurt,fresh products,dairy produce
664,domestic eggs,fresh products,eggs
664,coffee,drinks,coffee
665,domestic eggs,fresh products,eggs
666,whole milk,fresh products,dairy produce
666,domestic eggs,fresh products,eggs
666,rolls/buns,fresh products,bread and backed goods
666,soda,drinks,non-alc. drinks
667,rolls/buns,fresh products,bread and backed goods
667,bottled beer,drinks,beer
667,newspapers,non-food,games/books/hobby
668,whole milk,fresh products,dairy produce
668,hard cheese,fresh products,cheese
668,chocolate marshmallow,snacks and candies,chocolate
669,sausage,meat and sausage,sausage
669,root vegetables,fruit and vegetables,vegetables
669,other vegetables,fruit and vegetables,vegetables
669,rolls/buns,fresh products,bread and backed goods
669,soda,drinks,non-alc. drinks
670,curd,fresh products,dairy produce
670,butter milk,fresh products,dairy produce
670,yogurt,fresh products,dairy produce
670,beverages,fresh products,dairy produce
671,bottled water,drinks,non-alc. drinks
672,beef,meat and sausage,beef
673,frankfurter,meat and sausage,sausage
673,hamburger meat,meat and sausage,beef
673,whole milk,fresh products,dairy produce
673,rolls/buns,fresh products,bread and backed goods
673,potato products,processed food,staple foods
673,mustard,processed food,condiments
673,coffee,drinks,coffee
673,waffles,snacks and candies,long-life bakery products
673,chocolate marshmallow,snacks and candies,chocolate
673,soap,perfumery,soap
673,newspapers,non-food,games/books/hobby
674,chicken,meat and sausage,poultry
674,butter,fresh products,dairy produce
674,newspapers,non-food,games/books/hobby
675,sausage,meat and sausage,sausage
675,meat,meat and sausage,sausage
675,tropical fruit,fruit and vegetables,fruit
675,pip fruit,fruit and vegetables,fruit
675,pastry,fresh products,bread and backed goods
675,sugar,processed food,sweetener
675,coffee,drinks,coffee
675,candles,non-food,non-food house keeping products
675,pot plants,non-food,garden
676,pork,meat and sausage,pork
676,whole milk,fresh products,dairy produce
676,whipped/sour cream,fresh products,dairy produce
676,beverages,fresh products,dairy produce
677,yogurt,fresh products,dairy produce
677,pastry,fresh products,bread and backed goods
677,coffee,drinks,coffee
678,whole milk,fresh products,dairy produce
678,sliced cheese,fresh products,cheese
678,margarine,processed food,vinegar/oils
678,cat food,canned food,pet food/care
678,detergent,detergent,detergent/softener
678,dishes,non-food,non-food kitchen
678,shopping bags,non-food,bags
679,frankfurter,meat and sausage,sausage
679,ham,meat and sausage,sausage
679,whole milk,fresh products,dairy produce
679,yogurt,fresh products,dairy produce
679,rolls/buns,fresh products,bread and backed goods
679,pastry,fresh products,bread and backed goods
679,vinegar,processed food,vinegar/oils
679,sugar,processed food,sweetener
679,soda,drinks,non-alc. drinks
679,fruit/vegetable juice,drinks,non-alc. drinks
679,napkins,perfumery,perfumery
680,beef,meat and sausage,beef
680,whole milk,fresh products,dairy produce
680,brown bread,fresh products,bread and backed goods
680,specialty chocolate,snacks and candies,chocolate
680,newspapers,non-food,games/books/hobby
681,pip fruit,fruit and vegetables,fruit
681,other vegetables,fruit and vegetables,vegetables
681,butter milk,fresh products,dairy produce
681,cream cheese,fresh products,cheese
681,rolls/buns,fresh products,bread and backed goods
682,sausage,meat and sausage,sausage
682,whole milk,fresh products,dairy produce
682,rolls/buns,fresh products,bread and backed goods
682,coffee,drinks,coffee
682,chocolate,snacks and candies,chocolate
683,pastry,fresh products,bread and backed goods
683,coffee,drinks,coffee
684,chicken,meat and sausage,poultry
684,beef,meat and sausage,beef
684,specialty chocolate,snacks and candies,chocolate
685,root vegetables,fruit and vegetables,vegetables
685,other vegetables,fruit and vegetables,vegetables
685,whole milk,fresh products,dairy produce
685,sliced cheese,fresh products,cheese
685,frozen vegetables,fresh products,frozen foods
685,frozen fish,fresh products,frozen foods
685,frozen dessert,fresh products,frozen foods
685,chocolate,snacks and candies,chocolate
686,whole milk,fresh products,dairy produce
